District,State,Latitude,Longitude
Una,Himachal Pradesh,31.58330388349513,76.18353932038835
Anantnag (Kashmir South),Jammu and Kashmir,33.76027272727273,75.30390606060608
Bagdam,Jammu and Kashmir,33.932581132075484,74.79798113207545
Baramula (Kashmir North),Jammu and Kashmir,34.381253757225416,74.76359942196531
Doda,Jammu and Kashmir,33.359614675767915,76.07163720136518
Jammu,Jammu and Kashmir,32.713199095022645,74.8477520361991
Kargil,Jammu and Kashmir,33.565994894894914,76.63675315315312
Kathua,Jammu and Kashmir,32.51781678321678,75.58901398601405
Kupwara (Muzaffarabad),Jammu and Kashmir,34.59923473684211,74.21587684210526
Ladakh (Leh),Jammu and Kashmir,33.585792202970296,78.30725928217821
Pulwama,Jammu and Kashmir,33.88414418604652,75.00921860465118
Punch,Jammu and Kashmir,33.791241290322574,74.29593161290322
Rajauri,Jammu and Kashmir,33.27232198581561,74.40776879432627
Srinagar,Jammu and Kashmir,34.27312898550724,75.11021159420287
Udhampur,Jammu and Kashmir,33.04770670731707,75.15286951219511
Bokaro,Jharkhand,23.6814965034965,85.98398374125864
Chatra,Jharkhand,24.11619945750453,84.93295804701627
Deoghar,Jharkhand,24.33070100755672,86.75697632241814
Dhanbad,Jharkhand,23.854509090909094,86.40372924901185
Dumka,Jharkhand,24.275006125574265,87.27662450229711
Garhwa,Jharkhand,24.082114689265534,83.68664265536722
Giridih,Jharkhand,24.30578509874329,86.08710915619386
Godda,Jharkhand,24.8189,87.29417354838709
Gumla,Jharkhand,23.078532948929148,84.55056787479396
Hazaribag,Jharkhand,23.94324197396964,85.49441312364429
Jamtara,Jharkhand,23.97873318077801,86.95325080091534
Koderma,Jharkhand,24.556719434628963,85.7169091872792
Latehar,Jharkhand,23.72511185840708,84.48298743362838
Lohardaga,Jharkhand,23.488796043165483,84.6605169064748
Pakur,Jharkhand,24.572604280821892,87.69691969178076
Palamu,Jharkhand,24.196925968109337,84.20310842824594
Pashchim Singhbhum,Jharkhand,22.399408487654313,85.5409841049382
Purba Singhbhum,Jharkhand,22.59133436293437,86.50910135135136
Ranchi,Jharkhand,23.18423506139155,85.31781937244203
Sahibganj,Jharkhand,24.93667989690721,87.68264097938143
Saraikela Kharsawan,Jharkhand,22.855913921113682,85.89614918793507
Simdega,Jharkhand,22.60876039119805,84.59193691931536
Bagalkot,Karnataka,16.15860676328503,75.64526070853469
Bengaluru Rural,Karnataka,12.936827087794446,77.47369314775169
Bengaluru Urban,Karnataka,12.901924930747914,77.58685595567866
Belgaum,Karnataka,16.16107219152853,74.72329042357275
Bellary,Karnataka,15.074377548209373,76.47228471074374
Bidar,Karnataka,17.950361730769227,77.1945996153846
Bijapur,Karnataka,16.84015316666667,75.95909166666667
Chamrajnagar,Karnataka,11.952479999999998,77.02384959999995
Chikmagalur,Karnataka,13.42528828967642,75.67626502311249
Chitradurga,Karnataka,14.29102220394736,76.57821957236844
Dakshin Kannad,Karnataka,12.891204548174732,74.96216277678026
Davanagere,Karnataka,14.330414586709885,75.91723841166937
Dharwad,Karnataka,15.34383137697517,75.13831264108359
Gadag,Karnataka,15.507128256880744,75.64861302752298
Gulbarga,Karnataka,17.070459515951594,76.87503850385032
Hassan,Karnataka,12.945098749999998,76.11049549999997
Haveri,Karnataka,14.73758280922432,75.3961230607966
Kodagu,Karnataka,12.39684468085106,75.79336595744687
Kolar,Karnataka,13.312799881235172,78.01376947743476
Koppal,Karnataka,15.651253271028034,76.16170485981309
Mandya,Karnataka,12.574901806239744,76.81570098522172
Mysore,Karnataka,12.248100259403367,76.52881802853437
Raichur,Karnataka,16.050795353982295,76.87368606194688
Shimoga,Karnataka,14.063845885634592,75.17882078103197
Tumkur,Karnataka,13.592467760074973,77.02297966260545
Udupi,Karnataka,13.450404228534568,74.72009990316337
Uttar Kannand,Karnataka,14.538957976244204,74.35229081341112
Alappuzha,Kerala,9.542602965599087,76.38010796263319
Ernakulam,Kerala,10.004879301987431,76.26957729035381
Idukki,Kerala,9.80480963855423,77.04586641566264
Kannur,Kerala,11.941523076923056,75.35209891725934
Kasaragod,Kerala,12.33310309912974,75.07768497134369
Kollam,Kerala,8.929388820570157,76.63607758524309
Kottayam,Kerala,9.643701174068417,76.46059673302705
Kozhikode,Kerala,11.392924270557025,75.71158720159153
Malappuram,Kerala,10.973298756660721,75.93910775606876
Palakkad,Kerala,10.784926903553293,76.49980490693744
Pattanamtitta,Kerala,9.291312393162404,76.86412329059833
Thiruvananthapuram,Kerala,8.537101759082223,76.88711502868074
Thrissur,Kerala,10.458932647907687,76.12321940836945
Wayanad,Kerala,11.715277464788734,76.07587007042254
Kavaratti,Lakshadweep,10.436390526601544,72.82992744299675
Anuppur,Madhya Pradesh,23.18184220430107,81.86560000000007
Ashoknagar,Madhya Pradesh,24.630988461538447,77.82974493927135
Balaghat,Madhya Pradesh,21.80020720640569,80.42170053380795
Barwani,Madhya Pradesh,21.702135714285728,74.91004719710673
Betul,Madhya Pradesh,21.964626315789474,77.78734281891171
Bhind,Madhya Pradesh,26.35951126187245,78.7618324287653
Bhopal,Madhya Pradesh,23.48072614379085,77.39246623093679
Burhanpur,Madhya Pradesh,21.364567254408065,76.24460478589425
Chhatarpur,Madhya Pradesh,24.813637376460004,79.56449299191374
Chhindwara,Madhya Pradesh,22.227966971713823,78.76413136439255
Damoh,Madhya Pradesh,23.76624407960196,79.47049303482588
Datia,Madhya Pradesh,25.90226439560441,78.63916571428574
Dewas,Madhya Pradesh,22.7851110021322,76.46088805970156
Dhar,Madhya Pradesh,22.572681718963157,75.1105620736698
Dindori,Madhya Pradesh,22.837384370477572,81.04332966714911
East Nimar,Madhya Pradesh,22.09898560070669,76.55805503533558
Guna,Madhya Pradesh,24.490439271781558,77.2235895968791
Gwalior,Madhya Pradesh,26.040744419642852,78.12782433035713
Harda,Madhya Pradesh,22.227659781121783,77.07022571819434
Hoshangabad,Madhya Pradesh,22.595268801996703,78.02168094841929
Indore,Madhya Pradesh,22.680265752128648,75.9133801324502
Jabalpur,Madhya Pradesh,23.18525572327043,79.98328754716981
Jhabua,Madhya Pradesh,22.419578015397764,74.4092161676647
Katni,Madhya Pradesh,23.724416229116937,80.33819665871127
Mandla,Madhya Pradesh,22.70348712446353,80.38600543633753
Mandsaur,Madhya Pradesh,24.192787640449442,75.43588667736759
Morena,Madhya Pradesh,26.37313504531724,77.88447341389724
Narsinghpur,Madhya Pradesh,22.951344683026594,79.00202423312899
Neemuch,Madhya Pradesh,24.703118933333357,75.06608186666664
Panna,Madhya Pradesh,24.451325840092654,80.21133001158752
Raisen,Madhya Pradesh,23.292518206521727,78.16305495923909
Rajgarh,Madhya Pradesh,23.785499026425587,76.66431223922115
Ratlam,Madhya Pradesh,23.503562290502792,75.14895782122909
Rewa,Madhya Pradesh,24.861184625158852,81.57572465057183
Sagar,Madhya Pradesh,23.800318709677374,78.71940357771274
Satna,Madhya Pradesh,24.62777621776502,80.75547048710598
Sehore,Madhya Pradesh,22.929719967965802,77.06780202883084
Seoni,Madhya Pradesh,22.33230487804874,79.66053863928111
Shahdol,Madhya Pradesh,23.448598645598192,81.4596831828442
Shajapur,Madhya Pradesh,23.56662031722055,76.33555181268885
Sheopur,Madhya Pradesh,25.78014810996563,77.16911116838484
Shivpuri,Madhya Pradesh,25.378024518743672,77.74861600810549
Sidhi,Madhya Pradesh,24.17547189952905,82.1053783359498
Tikamgarh,Madhya Pradesh,25.14099852104666,78.89357064846428
Ujjain,Madhya Pradesh,23.319288862745065,75.80383717647058
Umaria,Madhya Pradesh,23.59601063063061,80.90879477477475
Vidisha,Madhya Pradesh,23.82838307984792,77.9013507604563
West Nimar,Madhya Pradesh,22.027140000000013,75.87343742489269
Ahmednagar,Maharashtra,19.21759903201788,74.69220260610572
Akola,Maharashtra,20.746310479041906,77.12122320359276
Amravati,Maharashtra,21.165209918107358,77.67583503184724
Aurangabad,Maharashtra,20.0979228832952,75.32072196796334
Bhandara,Maharashtra,21.211792649727744,80.10950199637023
Bid,Maharashtra,18.952353340080982,75.69319706477732
Buldana,Maharashtra,20.56680611183355,76.39017880364095
Chandrapur,Maharashtra,20.095609090909072,79.31556380471388
Dhule,Maharashtra,21.274018690400514,74.58719071837263
Garhchiroli,Maharashtra,19.79554609665428,80.30965563816602
Gondiya,Maharashtra,21.225008411214997,80.17522698598128
Greater Bombay,Maharashtra,19.085069788026964,72.84261961332419
Hingoli,Maharashtra,19.59525302245251,77.09239412780653
Jalgaon,Maharashtra,20.8828943415638,75.55140421810695
Jalna,Maharashtra,19.984612534818933,75.98473607242339
Kolhapur,Maharashtra,16.44881301587301,74.12897150793648
Latur,Maharashtra,18.348687268993853,76.75812607802874
Nagpur,Maharashtra,21.196556862745105,79.02166176470584
Nanded,Maharashtra,19.209316983017,77.6829048951049
Nandurbar,Maharashtra,21.523175625248147,74.32638757443429
Nashik,Maharashtra,20.266912871287147,74.03824168316828
Osmanabad,Maharashtra,18.19459456066944,75.9949557531381
Parbhani,Maharashtra,19.31032425249168,76.70163338870431
Pune,Maharashtra,18.51696171428573,74.12922881632646
Raigarh,Maharashtra,18.453257637845976,73.00906094185791
Ratnagiri,Maharashtra,17.210195070127703,73.25725893866405
Sangli,Maharashtra,17.154930181086502,74.70713822937628
Satara,Maharashtra,17.6737908974359,74.18052064102558
Sindhudurg,Maharashtra,16.170948049777163,73.51329008172344
Solapur,Maharashtra,17.837357937584812,75.42394823609216
Thane,Maharashtra,19.698767747440268,72.79882742564581
Wardha,Maharashtra,20.80743024390242,78.57259105691062
Washim,Maharashtra,20.282282394366213,77.25502394366208
Yavatmal,Maharashtra,20.04258346738159,78.05326371760479
Bishnupur,Manipur,24.507121118012428,93.8246236024845
Chandel,Manipur,24.2635812987013,94.09443844155844
Churachandpur,Manipur,24.30309718875504,93.38671506024085
East Imphal,Manipur,24.821058072289173,93.66951204819269
Senapati,Manipur,25.08465586034914,94.03366234413956
Tamenglong,Manipur,24.98312942238265,93.49450740072204
Thoubal,Manipur,24.545392553191494,93.97959893617023
Ukhrul,Manipur,25.05900314960629,94.44129566929138
West Imphal,Manipur,24.794005586592174,93.88859050279328
East Garo Hills,Meghalaya,25.82728228228228,90.64684924924916
East Khasi Hills,Meghalaya,25.303763888888888,91.75922519841272
Jaintia Hills,Meghalaya,25.339595570698442,92.376081601363
Ri-Bhoi,Meghalaya,25.897066004414985,91.84516158940392
South Garo Hills,Meghalaya,25.24056857855361,90.64560349127176
West Garo Hills,Meghalaya,25.495285185185185,90.03709947089943
West Khasi Hills,Meghalaya,25.50088992673993,91.25364542124538
Aizawl,Mizoram,23.90781335453101,92.85359459459472
Champhai,Mizoram,23.541665809768663,93.24221799485862
Kolasib,Mizoram,24.2020004347826,92.73470391304348
Lawngtlai,Mizoram,22.36102843137253,92.66964156862751
Lunglei,Mizoram,23.007717036172675,92.63512555425892
Mamit,Mizoram,23.73852942502819,92.4330803833147
Saiha,Mizoram,22.35744801061008,93.02827931034487
Serchhip,Mizoram,23.263864705882344,92.914158496732
Dimapur,Nagaland,25.81417681159423,93.75074057971014
Kohima,Nagaland,25.603114285714284,93.78600657596373
Mokokchung,Nagaland,26.47891176470589,94.52242600619199
Mon,Nagaland,26.692073743016763,95.03072988826828
Phek,Nagaland,25.632729865771818,94.56814563758392
Tuensang,Nagaland,26.211044532803157,94.85809880715708
Wokha,Nagaland,26.20261155115511,94.1990815181518
Zunheboto,Nagaland,26.028178205128214,94.50026666666668
Angul,Odisha,21.120706197654947,84.99839212730329
Baleshwar,Odisha,21.48570932311624,87.08085828011933
Baragarh,Odisha,21.13240637931036,83.26444499999991
Bhadrak,Odisha,20.95262735257214,86.81496204516931
Bolangir,Odisha,20.61630029850745,83.21520059701498
Boudh,Odisha,20.583190740740726,84.12363306878305
Cuttack,Odisha,20.407640646029623,85.7776810228802
Deogarh,Odisha,21.43146201550388,84.81452480620163
Dhenkanal,Odisha,20.79887159353349,85.53226836027711
Gajapati,Odisha,19.121080882352945,84.14015091911759
Ganjam,Odisha,19.263261756453396,84.802977104377
Jagatsinghpur,Odisha,20.114443183609136,86.43265258733919
Jajpur,Odisha,20.85324909420291,86.15277300724634
Jharsuguda,Odisha,21.827058566978184,83.93581682242987
Kalahandi,Odisha,19.784253092783523,83.1124043814433
Kandhamal,Odisha,20.092878624813146,84.02216352765326
Kendrapara,Odisha,20.606319815982264,86.83763247572003
Keonjhar,Odisha,21.492257402597374,85.76276987012994
Khordha,Odisha,20.054162322274863,85.5223483412323
Koraput,Odisha,18.82627794779476,82.81278469846964
Malkangiri,Odisha,18.252279303675056,81.98293636363628
Mayurbhanj,Odisha,21.89762154515775,86.4030408052231
Nabarangpur,Odisha,19.513047166921908,82.4204196018377
Nayagarh,Odisha,20.192895622119817,85.05614700460825
Nuapada,Odisha,20.471309512195113,82.59152536585364
Puri,Odisha,19.83509174603177,85.86698989898981
Rayagada,Odisha,19.292840020060204,83.45860120361095
Sambalpur,Odisha,21.515752380952385,84.34958483245157
Sonepur,Odisha,20.89080329341317,83.76852634730537
Sundargarh,Odisha,22.063548192771073,84.50524819277099
Karaikal,Puducherry,10.876161726078813,79.82369793621001
Mahe,Puducherry,12.006420793787758,75.28275021570327
Puducherry,Puducherry,11.887806269592495,79.79710961337521
Yanam,Puducherry,16.707695652173907,82.26187304347832
Amritsar,Punjab,31.548679820627772,74.79883856502238
Bathinda,Punjab,30.190524611973352,75.05685898004437
Faridkot,Punjab,30.591187250996022,74.79751553784862
Fatehgarh Sahib,Punjab,30.64290947368421,76.36208394736842
Firozpur,Punjab,30.634075352112692,74.40245732394365
Gurdaspur,Punjab,32.04283371212125,75.3204064393939
Hoshiarpur,Punjab,31.551571698113193,75.8469857442349
Jalandhar,Punjab,31.25033690721651,75.54400350515463
Kapurthala,Punjab,31.336592638036837,75.47641165644177
Ludhiana,Punjab,30.76596397379912,75.83110851528383
Mansa,Punjab,29.919547714285727,75.4304922857143
Moga,Punjab,30.756540067340065,75.16008451178449
Muktsar,Punjab,30.31243303303303,74.5518747747748
Shahid Bhagat Singh Nagar,Punjab,31.133445454545434,76.10192436363641
Patiala,Punjab,30.214540380693364,76.27505893949697
Rupnagar,Punjab,30.91093733075435,76.53743500967127
Sangrur,Punjab,30.185045204336895,75.89437014178496
Ajmer,Rajasthan,26.199300378787907,74.6990419191919
Alwar,Rajasthan,27.55271738035265,76.65359630562563
Banswara,Rajasthan,23.453642032967014,74.44246868131869
Baran,Rajasthan,24.98023243243244,76.86210651828291
Barmer,Rajasthan,25.77070908045978,71.50297126436782
Bharatpur,Rajasthan,27.32411858037578,77.21752077244258
Bhilwara,Rajasthan,25.45119767759564,74.63947595628417
Bikaner,Rajasthan,28.124890683229808,73.2694332298137
Bundi,Rajasthan,25.48580716049379,75.79984074074079
Chittaurgarh,Rajasthan,24.631623761665463,74.80010997846381
Churu,Rajasthan,28.29330375536484,74.65846427038629
Dausa,Rajasthan,26.912348176291808,76.57342097264443
Dhaulpur,Rajasthan,26.72397054945053,77.74476219780222
Dungarpur,Rajasthan,23.75104807692308,73.84765641025645
Ganganagar,Rajasthan,29.256785412667966,73.56192303262948
Hanumangarh,Rajasthan,29.181335179153105,74.74632573289902
Jaipur,Rajasthan,27.03345929018789,75.77117286012533
Jaisalmer,Rajasthan,26.86900838548185,71.18371877346682
Jalor,Rajasthan,25.07578093797277,72.18647261724662
Jhalawar,Rajasthan,24.247255414746572,76.11242891705066
Jhunjhunun,Rajasthan,28.135174012474014,75.52840893970894
Jodhpur,Rajasthan,26.678460838536967,73.00450847457628
Karauli,Rajasthan,26.51901555555556,76.96081818181815
Kota,Rajasthan,25.17571808000001,76.18618928000002
Nagaur,Rajasthan,27.078620160481464,74.14215667001012
Pali,Rajasthan,25.80490393541874,73.55285640766905
Rajsamand,Rajasthan,25.248947674418588,73.96570215946844
Sawai Madhopur,Rajasthan,26.251081180223288,76.4219283891548
Sikar,Rajasthan,27.646440586419764,75.29317422839503
Sirohi,Rajasthan,24.797690526315797,72.75309131578945
Tonk,Rajasthan,26.15393507170793,75.79192216427637
Udaipur,Rajasthan,24.440767521367487,73.84029839743584
East,Sikkim,27.29600352941175,88.74908392156858
North Sikkim,Sikkim,27.813810047095732,88.54200565149138
South Sikkim,Sikkim,27.27802162162161,88.37538594594595
West Sikkim,Sikkim,27.3359816,88.15801200000006
Ariyalur,Tamil Nadu,11.190514836795256,79.22249643916912
Chennai,Tamil Nadu,13.058098905608746,80.28139151846807
Coimbatore,Tamil Nadu,10.871376995940453,77.0761901217862
Cuddalore,Tamil Nadu,11.57587300613498,79.63002365371497
Dharmapuri,Tamil Nadu,12.300141200000004,78.11509813333339
Dindigul,Tamil Nadu,10.377801390820574,77.78011279554937
Erode,Tamil Nadu,11.267012155963302,77.42034334862393
Kancheepuram,Tamil Nadu,12.496424756511884,80.08820360135913
Kanniyakumari,Tamil Nadu,8.183466300191206,77.32053064053537
Karur,Tamil Nadu,10.79532776617955,78.08749686847605
Madurai,Tamil Nadu,9.904313833333333,78.0136603333333
Nagapattinam,Tamil Nadu,10.789468161718288,79.79437299431483
Namakkal,Tamil Nadu,11.33766638477801,78.14624841437633
Nilgiris,Tamil Nadu,11.442361661341858,76.6614642172524
Perambalur,Tamil Nadu,11.260137758112096,78.86034011799416
Pudukkottai,Tamil Nadu,10.130514816433578,79.05444484265728
